calendarDate,isOpen,prevTradeDate,isWeekEnd,isMonthEnd,isQuarterEnd,isYearEnd
20230101,0,20221230,0,0,0,0
20230102,0,20221230,0,0,0,0
20230103,1,20221230,0,0,0,0
20230104,1,20230103,0,0,0,0
20230105,1,20230104,0,0,0,0
20230106,1,20230105,1,0,0,0
20230107,0,20230106,0,0,0,0
20230108,0,20230106,0,0,0,0
20230109,1,20230106,0,0,0,0
20230110,1,20230109,0,0,0,0
20230111,1,20230110,0,0,0,0
20230112,1,20230111,0,0,0,0
20230113,1,20230112,1,0,0,0
20230114,0,20230113,0,0,0,0
20230115,0,20230113,0,0,0,0
20230116,1,20230113,0,0,0,0
20230117,1,20230116,0,0,0,0
20230118,1,20230117,0,0,0,0
20230119,1,20230118,0,0,0,0
20230120,1,20230119,1,0,0,0
20230121,0,20230120,0,0,0,0
20230122,0,20230120,0,0,0,0
20230123,0,20230120,0,0,0,0
20230124,0,20230120,0,0,0,0
20230125,0,20230120,0,0,0,0
20230126,0,20230120,0,0,0,0
20230127,0,20230120,0,0,0,0
20230128,0,20230120,0,0,0,0
20230129,0,20230120,0,0,0,0
20230130,1,20230120,0,0,0,0
20230131,1,20230130,0,1,0,0
20230201,1,20230131,0,0,0,0
20230202,1,20230201,0,0,0,0
20230203,1,20230202,1,0,0,0
20230204,0,20230203,0,0,0,0
20230205,0,20230203,0,0,0,0
20230206,1,20230203,0,0,0,0
20230207,1,20230206,0,0,0,0
20230208,1,20230207,0,0,0,0
20230209,1,20230208,0,0,0,0
20230210,1,20230209,1,0,0,0
20230211,0,20230210,0,0,0,0
20230212,0,20230210,0,0,0,0
20230213,1,20230210,0,0,0,0
20230214,1,20230213,0,0,0,0
20230215,1,20230214,0,0,0,0
20230216,1,20230215,0,0,0,0
20230217,1,20230216,1,0,0,0
20230218,0,20230217,0,0,0,0
20230219,0,20230217,0,0,0,0
20230220,1,20230217,0,0,0,0
20230221,1,20230220,0,0,0,0
20230222,1,20230221,0,0,0,0
20230223,1,20230222,0,0,0,0
20230224,1,20230223,1,0,0,0
20230225,0,20230224,0,0,0,0
20230226,0,20230224,0,0,0,0
20230227,1,20230224,0,0,0,0
20230228,1,20230227,0,1,0,0
20230301,1,20230228,0,0,0,0
20230302,1,20230301,0,0,0,0
20230303,1,20230302,1,0,0,0
20230304,0,20230303,0,0,0,0
20230305,0,20230303,0,0,0,0
20230306,1,20230303,0,0,0,0
20230307,1,20230306,0,0,0,0
20230308,1,20230307,0,0,0,0
20230309,1,20230308,0,0,0,0
20230310,1,20230309,1,0,0,0
20230311,0,20230310,0,0,0,0
20230312,0,20230310,0,0,0,0
20230313,1,20230310,0,0,0,0
